	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
aTa punar api mAraH pApi imAn duHKitaH durmanAH vipratisArI tatra eva antarDAya sva Bavanam gatvA Soka AgAram praviSya nizaNNaH	de nas yang bdud sdig can sdug bsngal zhing yid mi bde nas yid la bcags te de nyid du mi snang bar gyur nas rang gi gnas su song ste mya ngan gyi khang par zhugs nas 'dug pa dang /	91.34845561583506
tad kzaNam eva ca sarva mAra Bavana nivAsinaH ca sattvAH parasparam pRcCaMti sma	de'i mod la bdud kyi gnas na 'khod pa'i sems can kun phan @297a *//	81.60242214523903
kaH hetuH yat ayam asmAkam mahA rAjaH Soka AgAram praviSya nizaNNaH na ca kaScid jAnIte	tshun 'di skad du ci'i rgyus bdag cag gi rgyal po chen po 'di mya ngan gyi khang bar zhugs te 'dug pa su'ang mi shes so //	89.47475733226857
aTa paMca mAra kanyA SatAni parama prIti karANi puzpa mAlya vilepanAni gRhItvA parama manojQEH	zhes 'dri'o // de nas bdud kyi bu mo lnga brgya tsam rab tu dga' bar byed pa'i me tog dang / bdug pa dang / spos dang / breng ba dang / byug pa thogs te rab tu yid du 'ong ba'i gos dang / lha ba lhub dag gis bdag cag brgyan nas rab tu yid du 'ong zhing mos par byed pa'i lha'i sil snyan byas te /	77.53739121378437
vastra ABaraNEH AtmAnam alaMkRtya parama manojQa harza karANi divyAni tUryANi pravAdayaMtyaH	rab tu yid du 'ong ba'i dbyangs gyis glu len /	58.15835292322071
parama manojQa svareNa nRtyaMtyaH gAyaMtyaH vAdayaMtyaH mahatA divyena paMcAMgikena tUryeNa rati krIxA yuktena mArasya pApIm atas puratas sTitAH	gar pa byed cing yan lag la dang ldan pa'i lha'i sil snyan dag byas nas dga' ba'i rtsed mo dang ldan par bdud sdig can gyi mdun du 'khod pa dang /	72.33286134678502
sa ca mAraH pApi imAn bAhUn pragRhya prakroSitum ArabDaH	bdud sdig can des lag pa gnyis bsgrengs nas pos te sgra ma byed /	87.64928263063251
mA Sabdam kuruta mA Sabdam kuruta iti evam uktAH ca muhUrtam tAH apsarasaH tUzNIm tasTuH punar api pragAyaMtyaH tUryANi parAjaGnuH	sgra ma byed ces smras pa dang / yud tsam zhig lha'i bu mo dag cang mi zer bar 'khod do //	71.17285460364712
mAraH ca pApImAn punar api bAhu dvayam utkzipya prakroSitum ArabDaH yAvat sapta kRtvas tAH apsarasaH tAm rati nibadDa nRttavA  punar mAraH pApImAn taTA eva kurum iya bAhu dvayam unnAmya utkroSam cakAra	yang glu rab tu blangs shing sil snyan byas pa dang / bdud sdig can gyis lag pa gnyis g-yabs te bos so // lha'i bu mo de dag gis dga' ba dang ldan pa'i glu dang / gang dang / sil snyan lan bdun gyi bar du byas pa dang / yang de bzhin du bdud sdig can de lag pa bsgrengs nas 'bod cing sgra ma byed /	85.34623935710124
mA Sabdam kRDvam mA Sabdam kRDvam iti	sgra ma byed ces zer ro //	85.93595068271344
evam uktAH ca tAH apsarasaH tUzNIm tasTuH	de skad ces smras pa dang / lha'i bu mo de dag cang mi zer bar 'khod do //	89.21101070126079
aTa Kalu vidyut valgu svarAH nAma apsarAH yena mAraH pApImAn tena aMjalim praNAmya evam Aha	de nas lha'i bu mo dbyangs snyan glog ces bya bas @297b bdud sdig can ga la ba de logs su thal mo sbyar ba btud nas 'di skad ces smras so //	93.71969359457559
kim te viBo cyuti nimittam iha adya dRzwam	gtso bo khyod kyis deng 'dir 'chi 'pho'i ltas shig gzigs sam ci //	90.6538205096167
kim vA jagat Dutavaha Akulam adya jAtam	'on tam ci zhig de ring 'gro ba zhugs kyis 'khrugs gyur tam //	84.28471609381492
SatruH tava aDika balaH kim iha asti kaScid samASrayase sa SokaH	'on te 'di ni khyod dgra stobs chen 'ga' zhig mchis lags sam // ci yi slad du khyed ni dgyes par mi bzhugs thugs ngan mdzad //	86.65962353803303
mAraH prAha	bdud kyis smras pa /	82.60670852661133
SatruH mama asti balavAn nigRhIta cetAH	nga la dgra yod pa ni stobs ldan sems thul pa //	80.75252270698547
mAyAsu Sikzita matiH Buvi SAkya putraH	sa steng sh'akya'i bu pho sgyu ma bslabs pa'i blo //	87.56118200375484
tad prakzayaH yadi na ca asti kaTaMcid evam	de ni ci nas gal te brlags par ma gyur na //	82.2190487168052
SUnyam karizyati mama iha sa kAmaDAtum	de yis nga yi 'dod khams 'di ni stong par byed //	86.04938232655428
sA apsarA provAca	lha'i bu mos smras pa / gtso bo srid gsum bcings sred rgya mtsho mtha' ring la // zad bgyid nus pa'i stobs dang ldan pa su zhig mchis //	60.9688844004148
svAmin upAya bala vIrya parAkramEH kEH	bdag po thabs stobs brtson 'grus rtsal rnams gang gis kyang //	76.44138323876165
kartum kzayam param aSezam iha adya tasya kurum iya kaH SaknuyAt tri Bava banDana dIrGa tIram tRzNA arNavam kzapayitum valasA  yuktaH	de la de ring ma lus bgyid par nus ma mchis //	43.18330666660616
mAraH prAha	bdud kyis smras pa /	82.60670852661133
dAna vratA Saya dayA praNiDAna pASaH SUnya animitta parama astra gRhIta cApaH niHSezataH Bava nivRtti upadeSa kartA	sbyin dang brtul zhugs bsam pa smon lam snying rje'i zhags pa can; ;stong pa mtshan ma med pa'i mtshon cha mchog dang gzhu thogs te //	84.75171607930193
saMsAra niHsRta paTa praSama anukUlaH	'khor ba las byung rab tu zhi ba'i lam dang mthun gyur nas // srid pa ma lus zlog pa nye bar bstan par byed pa po; ;de yi slob ma bsam gtan la ni mngon par brtson yid kyis // dpen par rgyu zhing nyes pa zad par bya phyir khor zug tu // cho ga bzhin du zhugs nas grong dang grong khyer stong @298a *//	57.81124862551259
SUnyezu grAma nagarezu vana antarezu giri kandarezu api vasaMti tasya SizyAH DyAna aBiyukta manasaH pravivikta cArA doza kzayAya satatam viDivat prayuktAH	pa dang // nags kyi nang dag dang ni ri yi sman ljongs rnams na gnas //	46.11090460161587
RdDyA balEH karuNayA ca sahAyavantO=	rdzu 'phrul dang ni stobs dang nying rje'i grogs dang ldan pa yi //	71.77799929138831
upatizya kOlitav anO muninA vinItO	dam pa nye rgyal bang nas skyes gnyis thub pas btul par 'gyur //	86.6586127281189
trElokya sarva viDinA su vinIta DarmA	rab du la chos can 'jig rten gsum kun cho ga bzhin du btul //	81.8618926220253
SUnyam karizyati sa me kila kAmaDAtum	des ni nga yi 'dod khams 'di dag stong bar byed par 'gyur //	85.77959521611531
aTa tEH paMcaBiH mAra kanyA SatEH mArasya pApIm atas ntikAt BagavataH guNa varNam SrutvA sarvEH AkAra vigata vidyut nAma boDisattva samApratilabDA	de nas bdud kyi bu mo lnga brgya po de dag gis bdud sdig can las bcom ldan 'das kyi yon tan gyi bsngags pa thos nas thams cad kyis byang chub sems dpa'i ting nge 'dzin rnam pa dang bral ba'i glog ces bya ba thob bo //	91.07539056246328
aTa tAni paMca mAra kanyA SatAni divyAni tUryANi tAn ca kurum iya divya puzpa ganDa mAlya vilepana ABaraNa viBUzaNa alaMkArAn yena BagavAn tena Akzipan BagavataH pUjA karmaNe tAni ca divyAni tUryANi te ca yAvat alaMkArAH BagavataH RdDi anuBAvena veNu vane vavarzuH	de nas bdud kyi bu mo lnga brgya po de dag gis bcom ldan 'das la mchod pa bya ba'i phyir lha'i sil snyan dang / lha'i me tog dang / bdug pa dang / spos dang / phreng ba dang / byug pa dang / lhab lhub dang / spud pa dang / rgyan de dag bcom ldan 'das ga la ba de logs su gtor ba dang / lha'i me tog dang / sil snyan nas rgyan gyi bar du de dag bcom ldan 'das kyi rdzu 'phrul gyi mthus 'od ma'i tshal du bab par gyur te //	90.1411261859003
tAH ca mAra kanyAH svayam adrAkzuH sa parivAraH	bdud kyi bu mo de dag kyang g-yog dang bcas pas so so nas bcom ldan 'das mthong ngo //	87.77197263098545
dRztvA ca punar api tAH prasAda pramodya jAtAH baBUvuH yat veNu vane evaMrUpam puzpa varzam pravRzwam iti	de dag gis mthong nas kyang rab tu dga' ba dang / rangs pa skyes par gyur to // gang gi phyir 'od ma'i tshal du 'di lta bu'i me tog gi char rab tu ba bces @298b dge slong de dag theg tshom skyes nas bcom ldan 'das la gsol pa / bcom ldan 'das /	84.23942966878927
te ca BikzavaH saMSaya jAtAH Bagavantam papracCuH yat Bagavan anayoH SAriputra mOdgalyAyanoH sa parivArayoH idam evaMrUpam mahAH caryA adButa adRzwa aSruta pUrvam varzam pravRzwam	sh'a ri'i bu dang / moonggal gyi bu g-yog dang bcas pa 'di gnyis la ngo mtshar dang / rmad du byung ba chen po sngon ma mthong ma thos pa'i me tog gi char chen po rab tu bab pa lags sam /	67.33126437094656
kaH nu atra Bagavan hetuH	bcom ldan 'das / 'di'i rgyu ci lags /	91.69651439383223
kaH pratyayaH	rkyen gang lags /	79.76383795457728
BagavAn Aha	bcom ldan 'das kyis bka' stsal pa /	94.66379267828805
na anayoH kula putrayoH anuBAvaH	rigs kyi bu 'di gnyis kyi mthu ma yin te /	89.26004698162987
mArasya tu pApIm atas paMca mAtrEH paricArikA SatEH tatas mAra BavanAt idam evaMrUpam mahA puzpa varzam yAvat alaMkAra varzam utsRzwam	bdud sdig can gyi g-yog mo lnga brgya tsam gyis bdud kyi khang pa de nas nga la mchod pa bya ba'i phyir 'di lta bu'i me tog gi char chen po nas rgyan gyi bar gyi char phab bo // de dag ring por mi thogs par 'dir 'ongs te /	91.82251824179585
acirAt tAH atra AgatAH mama antikAt vyAkaraNam pratilapsyante nuttarAyAm samyaksaMboDO	nga las bla na med pa yang dag par rdzogs pa'i byang chub tu lung bstan pa 'thob bo //	80.77196753387082
kurum iya aTa tAni paMca mAtrANi mAra kanyA SatAni svayam eva BagavataH vAc Sruta Goza vyAhAram	de nas bdud kyi bu mo lnga brgya tsam po de dag so so nas bcom ldan 'das kyi gsung dang /	81.7426930808397
aBiSrutya BUyasya mAtrayA ca BagavataH ntike prasAda jAtAH tAH tena prasAda pramodyena boDicitta asaMpramozam nAma samADim pratileBire	brjod pa'i dbyangs thos nas bcom ldan 'das la de bas kyang rab tu dga' ba skyes te dang / / de dag dga' ba dang / rangs pa des byang chub kyi sems brjed pa med pa zhes bya ba'i ting nge 'dzin thob bo //	88.88691320593591
aTa Kalu tAH mAra kanyAH tatra mAra Bavane eka aMsam cIvaram prAvRtya dakziNam jAnu maNxalam pRTivyAm pratizWApya aMjalim kRtvA yasyAm diSi BagavAn viharati tAm diSam nirIkzamANAH evam UcuH	de nas yang bdud kyi bu mo de dag bdud kyi khang pa der gos phrag pa gcig tu bgos te bus mo g-yas pa'i lha nga sa la btsugs nas thal mo sbyar te bcom ldan 'das phyogs gang na bzhugs pa'i phyogs der bltas nas 'di skad ces gsol to //	84.02701198398522
tRzNA sarit niKila Sozaka sarva lokam	sred chu @299a *// ma lus skyem pa 'gro ba'i mig gcig pu //	88.8704566066548
Alokya netra vikalam jagat ekacakzuH	mig ma mchis pa'i 'jig rten kun la gzigs nas ni //	84.94063262939453
tvam tArakaH dya jagataH sa nara amarasya	khyod deng lha dang mir bcas pa yi 'gro ba sgrol //	88.95794379477408
budDAH vayam kaTam iha ASu mune Bavema naradeva pUjya Bagavan parama arTa vAdin	thub pa bdag cag ji ltar myur du sangs rgyas 'gyur // lha dang mis mchod don dam gsung ba bcom ldan 'das //	87.3738145869569
strI tvam jugupsitam apohya vayam samagrAH	bdag cag mthun par bud med smad pa nyid spangs nas //	72.03627663738322
RdDyA tava uttama mate tvaritam samIpe	blo mchog khyod kyi 'phrul gyi drung du myur bar ni //	69.67067156014619
gatvA muni indra vacanam SruNuyAmaH evam	mchis nas 'di bzhin thub pa'i dbang po'i gsung mnyan to //	77.93953168803249
nErAtmya vAdi Bagavan parama arTa darSin	bdag med gsung ba don dam gzigs pa bcom ldan 'das //	82.09972311900212
boDi aMga ratna Dara nirmala vAc pradIpa	byang chub yan lag rin chen dri med nor gsung sgron //	89.50635325467144
Akramya mAra balam apratima tvam asmAn kurum iya	mtshungs med bdud kyi stobs btul khyod kyis bdag cag la //	83.57089062242467
boDAya SIGram aDunA samam vyAkuruzva	da ltar myur du lhan cig byang chub lung bstan gsol //	90.10763104756673
aTa Kalu mAra kanyAH utTAya AsanAt eka kaNWena mAram pApImantam etat UcuH tvam nAma duzkRta mate Bagavat sakASe	de nas bdud kyi bu mo de dag stan las langs nas mgrin gcig tu bdud sdig can la 'di skad ces smras so // nyes byas blo gros can khyod snying po med g-yo ba'i // dpal rnyed ci phyir bcom ldan 'das la sdang bar sems //	88.00116342841878
duzwaH kaTam SRyam avApya calAm asArAm jAti Adi duHKa samupadruta sarva mUrtiH	dregs pas gos nas skye ba la sogs sdug bsngal gyis // lus kun gtses te mi bzad gnas su nye bar song //	81.74100985365263
GorAm daSAm upagataH si mada avaliptaH SradDAm jine kuru taTA vyapanIya rozam	de ltar khro ba sdangs te rgyal la dad par gyis //	70.10228003335965
saMsAra doza mada paMka samudDRta AtmA	'khor ba'i nyes pa dregs pa'i 'dam las thar pa'i bdag /	86.58349427309903
eza svayam vidita sarva jaga svaBAva	'di ni nyid kyis 'gro ba kun gyi ngo bo mkhyen //	86.46137817051945
AgacCa kAruNikam ASu gatim prayAmaH	thugs rje can gyi skyabs su 'dong gi myur du bzhud //	90.48116565650363
aTa Kalu mArasya pApIm atas parama duzwa manasaH etat aBUt	@299b de nas bdud sdig can shin tu gdug pa'i yid dang ldan pa 'di snyam du sems te /	91.32555369318625
yat nu aham tAdRSam mAra bala vizaya vegam samanusmareyam yat etAni paMca paricArikA SatAni paMcapASa banDana badDAm AtmAna saMpaSyeynivarteran na punar gantum SaknuyuH	bdag gis 'di 'dra ba'i bdud kyi stobs kyi yul drag po dran par byas la / gang g-yog mo lnga brgya tsam 'di dag bdag nyid bcing ba lngas bcings par mthong bar byas te 'di nas bzlog la 'gro mi nus par bya'o //	78.05998761252447
sa ca mAraH tAni bandDum na SaktaH	snyam pa dang / bdud des de dag bcing bar ma nus so; ;de ci'i phyir zhe na /	90.01425781611293
tat kutas taTA hi tAni paMca paricArikA SatAni taTAgata aDizWAnAni aTa Kalu tAH paMca Sata pari cArikAH mArasya pApIm atas ntikAt pracakramuH kurumiya  aTa mAraH pApImAn BUyasyA mAtrayA ruzwaH tasya etat aBavat	'di ltar g-yog mo lnga brgya tsam po de dag de bzhin gshegs pas byin gyis brlabs pa'i phyir ro // de nas g-yog mo lnga brgya tsam de dag bdud sdig can gyi drung nas dong pa dang / de nas bdud sdig can rab tu khros te de 'di snyam du sems so //	76.12487855474679
yat nu aham punar api tAdRSam mAra bala vizaya vegam samanusmareyam yat sarvam idam AkASa vEraMBa saMGAtEH mahAkAla meGEH mahAkAla vAyuBiH ca AvRtam yaTA tAH eva paricArikAH sarvAH diS vidikzu saMBrAntAH SramaNam gOtamam na paSyeyuH punar eva me Bavanam AgacCeyuH	bdag gis yang 'di 'dra ba'i bdud kyi stobs kyi yul drag po dran par byas te; ci nas bdag gis g-yog mo de dag phyogs dang phyogs mtshams thams cad 'khrul nas dge sbyong goo ta ma mi mthong zhing slar yang bdag gi gnas su 'ong bar nam mkha' 'di dag thams cad du rnam par 'thor rlung dang / rlung nag po chen pos kun tu khyab par bya'o //	76.54997702225377
taTA api budDa aDizwAnabalena kiyantam api vAyum na Saknoti utpAdayitum yaH ntataH bAla agram api kaMpayet prAk eva bahutaram	snyam na'ang sangs rgyas kyi byin gyi rlabs kyi stobs kyis rlung cung zad kyang langs par byed ma nus so // tha na skra'i rtse mo gcig tsam yang bskyod ma nus na /	83.21251378264037
aTa mAraH pApImAn BUyasya mAtrayA duzwa duHKitaH durmanAH vipratisArI rudan mahA svareNa sva putra gaNa pArizadyAn vikroSan sarvam mArSabdena pUrayAm Asa	mang du lta ci smos / de nas yang bdud sdig can rab tu khros shing sdug bsngal te yid @300a *// mi bde zhing yid la gcags nas du zhing skad chen pos rang gi bu dang / tshogs kyi 'khor la bos te bdud kyi gnas thams cad sgras gang bar byas so //	91.83551630687045
AgacCaTa priya sutA gaNa pArizadyA	sdug ba'i bu dang tshogs kyi 'khor rnams tshur shog cig /	79.52994857754624
BrazwAH vayam sva vizayAt sva balAt ca ridDeH	nga ni bdag yul rang gi rdzu 'phrul stobs las nyams // sh'akya'i bu 'di sgyu ldan g-yo can ngag 'jam la //	65.79320152435841
jAtaH traH eza viza vRkzaH iva antarAtmA mAyA SaWaH maDura vAc iha SAkya putraH aTa tena Sabdena sarvAH tAH mAra kanyAH mAra duhitarAH ca sarve ca mAra putrA kurum iya	khong nas rang bzhin dug sdong 'dra ba 'dir skyes so //	20.233898193155653
gaNa pArzadyAH ca tvarita mAna rUpAH SIGram upagamya mArasya pApIm atas puratas tasTuH tasyAm ca parizadi jayamatiH nAma mAra putraH sa prAMjaliH BUtvA evam Aha	de nas sgra des bdud kyi g-yog mo dang / bdud kyi bu mo de dag thams cad dang / bdud kyi bu tshogs kyi 'khor dang bcas pa thams cad rings pa'i gzugs kyis myur du lhags nas bdud sdig can gyi mdun du 'khod pa dang / 'khor de'i nang nas bdud kyi bu rgyal ba'i blo gros zhes bya ba des thal mo sbyar te 'di skad ces smras so //	85.74022634478187
kim durmanAH parama kopa viduzwa cetA	ci slad thugs khros rab tu 'khrugs shing thugs mi dgyes //	79.81686165415007
no kalpadAhaH iha na cyutiH adya te smAt	sreg bskal deng 'dir ma byung 'di nas khyod ma 'phos //	84.99345658042215
SatruH na ca asti tava kaScid iha pravRdDaH	'di na khyod lhag dgra ni su yang ma mchis na //	86.09227554003398
moham gataH si kim iva anya matiH va kasmAt	khyod ci rmongs par gyur tam ci slad gzhan du dgongs //	85.56073730642146
mAraH prAha	bdud kyis smras pa /	82.60670852661133
na tvam paSyasi SAkya putra vizalam CAyA nizaNNam drume	sh'akya'i bu pho dmangs phal shing gi grib ma 'dug pa ma mthong ngam //	87.89951927010688
yat vAkyam vadasi iha na asti balavAm CatruH tava iti agratas	ci phyir 'di na khyod kyi mdun na stobs dang ldan pa'i dgra med smras //	79.65757715571429
sarve tena SaWena ca eka balinA saMBrAmitA na ekaSas	stobs gcig ldan pa g-yo can de yis thams @300b cad rnams ba du mar bslus //	87.01255153213421
aFgAreNa vayam sutAH ca camavaH yadvat vidahyAmahe vidvAMsaH bahu SAstra kAvya racanA vyagrAH samagrAH drutam	bdag cag bu dang sder bcas me lce 'bar dang bcas pa'i me yis bsregs // 'jig rten 'di na skyes bu gtso bo dpal dang brjod pa rnam grags pa; ;mkhas pa bstan bcos snyan dang gas mang po byed brtson mthun par myur bar yang //	85.02831097748627
etam SAkya sutam gatA dya Saramam Darma aFkuSena udDRtA	chos kyi kyo ba btang gis drangs te sh'akya'i bu 'di'i skyabs deng song //	84.33492587397214
tatu eza priya vigrahaH SaWa matiH SatruH mama ati udDataH kurum iya	lus mdzes g-yo can blo gros ldan 'di nga yi dgrar ni rab tu gnad //	82.76977666340632
etAH vE paricArikAH priyatamAH protsRjya mAm nizkRpAH	rab tu sdug pa'i g-yog mo de dag snying rje med pas nga bor te //	82.17727737057773
Bo BoH tam SramaNam gatAH dya SaraNam kRtvA api mAm sAkziNam kuryAt kRtsnam idam Bava trayam atas SUnyam SaWaH mAyayA	nga la dpang btsugs nas ni de ring dge sbyong de yi skyabs su dong //	67.047316026977
BasmIkurmaH iha adya yadi atibalam na ASu prayatnAt vayam	gal te bdag cag myur bsgrims stobs chen 'di deng thal bar ma byas na // g-yo dang sgyu srid pa gsum po de dag ma lus stong par byed //	79.29141742785491
aTa te sarve mAra putrAH sa gaNa pArzadyAH prAQjalayaH BUtvA evam AhuH	de nas bdud kyi bu tshogs kyi 'khor dang bcas pa de dag thams cad kyis thal mo sbyar te 'di skad ces smras so // de ltar bgyi'o //	91.30018735514201
evam astu yat asmAkam RdDi bala vizaya anuBAva vikurvitam sarvam darSayizyAmaH yadi SakzyAmaH etam SAkya putram BasmIkartum iti evam kuSalam	bdag cag gis rdzu 'phrul dang / stobs kyi yul gyi mthu dang / rnam par sprul pa de dag thams cad bstan te sh'akya'i bu 'di gal te thal bar bgyid nus pa de lta na ni / legs /	83.26337145758288
yadi evam na SakzyAmaH tam SaraNam gamizyAmaH	de ltar ma nus na ni / de la skyabs su mchi'o //	84.31897735595703
svayam eva tAta pratyakzaH si yat vayam mahA sEnya parivRtAH prAk eva ekAkinA dvitIyena anena SAkya putreNa RdDi balena parAjitAH kim puaneka parivAra parivRtena	yab nyid kyi mngon sum du gyur pa lags te / gang bdag cag sde chen pos yongs su bskor ba lags te / sngar sh'akya'i bu gcig pu gnyis su med pa 'dis rdzu 'phrul gyi @301a *// stobs kyis rab tu pham par bgyis na / da g-yog mang por gyur pa lta ci smos /	89.6672866407746
mAraH pApImAn evam Aha gacCata tAvat Badra muKAH	bdud sdig can gyis smras pa /	69.39765482935411
yadi SaknutA enam SramaNam gOtamam GAtayitum punar AgacCata	bzhin bzang dag / dengs la gal te dge sbyong goo ta ma 'di gsod nus na / slar shog cig /	90.8256326798813
aTa na SaktAH taTA api AgacCata sva Bavanam punar paripAlayizyAmaH	ci ste ma nus na'ang bdag cag gi gnas kyang bsrung gi /	79.14281182649427
aTa mAra parzad dvAdaSa biMbarANi tatas tikramyaH itas UrDvam yAvat kurum iya	slar shog cig / de nas bdud kyi 'khor dkrigs phrag bcu gnyis pho de dag de nas 'phags te /	77.65068831682895
catura aSItim yojana sahasrANi sParitvA tAdRSam mAra bala ridDi vegam darSayAm AsuH sarva cAturdvIpikAyAm AkASam mahAkAla meGEH ApUrayAm AsuH mahAkAla vAyuBiH ca ulkA pAtEH ca sumerum parvata rAjAnam pANiBiH parAjaGnuH sarvam cAturdvIpikAm prakampayAm AsuH parama BEravAn ca SabdAn samutsasarjuH	'di nas steng du dpag tshad brgyad khri bzhi stong gi bar du bkang nas de 'dra ba'i bdud kyi stobs kyi yul gyi rdzu 'phrul drag po bsten te / gang gling bzhi pa'i nam mkha' thams cad sprin nag po chen po dang / rlung nag po chen po dang / skar mdas bkang nas ri'i rgyal po ri rab la'ang lag gis brdabs te gling bzhi ba thams cad rab tu g-yos par byas nas shin tu 'jigs pa'i sgra rnams kyang 'byin te //	78.5345970498855
